RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
531,15736112,Walton,519.0,Spain,Female,57.0,2,119035.35,2,1,1,29871.79,0
6854,15593943,Chinagorom,685.0,France,Female,43.0,1,132667.17,1,1,1,41876.98,0
3106,15794566,Kirsova,678.0,France,Female,28.0,4,0.0,2,1,1,144423.17,1
7355,15757933,Hardy,733.0,Germany,Female,30.0,1,102452.71,1,1,0,21556.95,0
7236,15629750,Artyomova,697.0,France,Male,35.0,5,133087.76,1,1,0,64771.61,0
2254,15589643,Ngozichukwuka,684.0,Spain,Female,41.0,7,0.0,1,1,1,138394.37,0
1803,15779247,Pai,683.0,Spain,Female,24.0,8,98567.1,1,1,0,187987.01,0
8021,15669491,Cruz,850.0,France,Female,46.0,2,157866.77,1,1,1,18986.12,0
5414,15588918,Mitchell,671.0,France,Female,42.0,6,0.0,2,1,0,197202.48,0
6565,15737104,Lawson,652.0,Germany,Female,47.0,0,126597.89,2,1,1,5542.684285714286,1
8578,15569976,Woronoff,754.0,Germany,Male,65.0,1,136186.44,1,1,1,,1
4177,15579808,Kramer,754.0,Germany,Female,39.0,8,129401.87,1,1,1,87684.93,0
987,15655339,Spencer,566.0,France,Male,36.0,1,142120.91,1,1,0,79616.37,0
7819,15637977,Barese,542.0,Germany,Male,25.0,8,139330.1,1,0,0,54372.37,0
7476,15599152,Lai,698.0,France,Male,31.0,1,156111.24,1,0,0,134790.74,0
7630,15591107,Flemming,723.0,Germany,Female,68.0,3,110357.0,1,0,0,141977.54,1
6433,15699335,Kuo,615.0,Germany,Female,33.0,3,137657.25,2,1,1,171657.57,0
5631,15706131,Logan,621.0,Spain,Female,37.0,9,83061.26,2,1,0,9170.54,0
3230,15589715,Fulks,584.0,France,Female,66.0,5,0.0,1,1,0,49553.38,1
8909,15656522,Sutherland,593.0,Spain,Male,32.0,10,158537.42,1,1,0,166850.57,0
1286,15658532,Nnamutaezinwa,520.0,Spain,Female,63.0,5,162278.32,1,1,1,34765.33,0
2813,15581620,Franklin,597.0,France,Male,28.0,2,0.0,3,1,1,78707.97,0
6055,15773013,Uvarov,633.0,France,Female,47.0,0,0.0,1,1,1,6342.84,1
2712,15775741,Powell,608.0,France,Female,28.0,9,0.0,2,1,1,125062.02,0
1916,15769051,Shaw,503.0,Spain,Male,25.0,7,0.0,1,0,1,192841.13,0
5759,15610972,Crawford,681.0,Germany,Female,44.0,4,91115.76,2,0,0,24208.84,1
5014,15626795,Gorman,672.0,France,Female,40.0,3,0.0,1,1,0,113171.61,1
2217,15627484,Obielumani,686.0,France,Female,47.0,5,113328.93,1,1,0,124170.9,0
3550,15647725,Napolitano,675.0,France,Female,61.0,5,62055.17,3,1,0,166305.16,1
7954,15608209,Currey,622.0,Germany,Male,33.0,3,96926.12,2,1,0,48553.77,0
730,15612525,Preston,499.0,France,Female,57.0,1,0.0,1,0,0,131372.38,1
5494,15682084,Chinomso,680.0,France,Male,31.0,9,0.0,2,1,0,36145.53,0
1180,15814032,Hsieh,807.0,Germany,Female,31.0,1,93460.47,2,0,0,172782.69,0
4433,15751193,Nnaemeka,621.0,Spain,Male,33.0,4,0.0,2,1,1,40299.23,0
3877,15805151,Ginikanwa,565.0,Germany,Male,31.0,2,89558.39,2,1,1,4441.54,0
2428,15661821,Johnstone,798.0,Germany,Female,49.0,5,132571.67,1,1,1,31686.33,1
2325,15748116,Zetticci,681.0,France,Female,145.0,2,148143.84,1,1,1,52021.39,0
2004,15799350,Mao,632.0,France,Male,41.0,0,106134.46,1,0,1,105570.39,0
3587,15652626,Grave,826.0,France,Male,,4,115285.85,1,1,0,140126.17,0
1477,15703399,McNeil,756.0,France,Female,26.0,5,101641.14,2,0,1,154460.68,0
4300,15711991,Chiawuotu,615.0,France,Male,30.0,8,0.0,2,0,0,3183.15,0
8945,15752312,Howells,551.0,Spain,Male,49.0,1,150777.72,2,1,1,135757.27,0
3350,15603465,Dunn,665.0,Germany,Female,45.0,5,155447.65,2,1,0,51871.95,1
9463,15737385,Curtis,800.0,Spain,Female,46.0,6,0.0,2,1,0,171928.04,0
1801,15794122,Otutodilinna,713.0,France,Female,59.0,3,0.0,2,1,1,62700.08,0
3311,15746076,Saunders,506.0,Spain,Male,50.0,3,0.0,2,1,0,12016.79,0
3551,15648455,Kung,647.0,Germany,Male,51.0,4,131156.76,1,1,0,29883.63,0
7338,15646082,Harding,676.0,France,Female,34.0,8,82909.14,1,1,0,91817.38,1
1432,15809772,Glover,667.0,France,Male,48.0,2,0.0,1,1,0,43229.2,0
7273,15666166,Pettry,653.0,France,Female,74.0,0,121276.32,1,1,1,160348.31,0
7700,15622289,Rizzo,605.0,Spain,Female,36.0,9,0.0,2,0,1,35521.63,0
4165,15706170,Onyemere,636.0,France,Male,34.0,1,84055.43,1,0,0,37490.84,0
8923,15624703,Okonkwo,550.0,Germany,Male,35.0,9,129847.75,2,1,0,197325.4,0
4752,15763256,Sheppard,661.0,Germany,Female,64.0,8,128751.65,2,1,0,189398.18,1
4933,15661548,Ferri,683.0,France,Female,29.0,0,157829.12,1,0,0,129891.66,0
5621,15752409,Grant,553.0,France,Male,31.0,6,0.0,2,0,0,124596.63,0
4874,15702337,Sinclair,581.0,France,Male,37.0,7,0.0,2,1,1,74320.75,0
9185,15716984,Palermo,695.0,Spain,Female,56.0,4,0.0,2,1,0,84644.76,0
3062,15757837,Kao,73.0,Germany,Male,33.0,3,88311.48,2,1,1,177651.38,0
1590,15617518,Hu,675.0,Germany,Male,36.0,7,89409.95,1,1,1,149399.7,0
4248,15677906,Owens,637.0,Spain,Female,54.0,5,0.0,1,0,1,150836.98,0
1435,15714993,Longo,552.0,France,Female,41.0,9,124349.34,1,1,0,135635.25,0
9240,15799653,Fiorentino,583.0,Germany,Female,32.0,7,94753.55,2,1,1,18149.03,0
2341,15595728,Thomas,523.0,Germany,Male,41.0,0,119276.31,1,0,0,122284.38,1
8352,15650751,Butler,585.0,France,Female,30.0,6,0.0,2,1,1,137757.69,0
9713,15701768,Tung,637.0,France,Male,32.0,3,0.0,2,1,1,197827.06,0
8643,15810203,Manning,499.0,Germany,Female,44.0,6,77627.33,2,1,0,108222.68,0
8462,15758769,Coffey,625.0,France,Female,44.0,7,0.0,1,1,0,4791.8,0
3404,15611800,Loggia,624.0,France,Female,62.0,7,125163.62,2,1,1,151411.5,0
2584,15567333,Archambault,712.0,France,Female,31.0,7,0.0,2,1,0,170333.38,0
5547,15633818,McMillan,786.0,France,Male,,9,0.0,2,1,0,133112.41,0
1798,15764170,Pinto,647.0,Germany,Male,44.0,4,93960.35,1,1,0,36579.53,1
6761,15586557,Milani,661.0,France,Male,8.2,5,0.0,1,0,1,88279.6,0
7838,15678497,Lederer,850.0,Spain,Male,48.0,2,0.0,1,1,0,169425.3,1
6331,15715117,Peel,744.0,France,Female,39.0,6,0.0,1,0,0,10662.58,0
9923,15596811,Mitchell,667.0,France,Male,36.0,8,139753.35,1,1,0,79871.16,0
1522,15591130,Medvedev,507.0,Spain,Female,29.0,6,0.0,2,0,1,94780.9,0
7169,15587297,Ruiz,507.0,France,Male,33.0,7,0.0,2,1,1,85411.01,0
9753,15781530,Hsieh,690.0,France,Male,21.0,8,0.0,2,1,1,155782.89,0
7062,15789201,Thomson,603.0,Germany,Female,35.0,9,145623.36,1,1,0,163181.62,0
4700,15748597,Chester,844.0,Spain,Male,56.0,5,99529.7,1,0,1,157230.06,1
6683,15680683,Simmons,640.0,Spain,Male,29.0,5,197200.04,2,1,0,141453.62,0
8755,15619045,Baxter,776.0,France,Female,43.0,4,0.0,2,0,1,162137.5,0
228,15676895,Cattaneo,547.0,Germany,Female,39.0,6,74596.15,3,1,1,85746.52,1
6986,15586699,Thomson,825.0,France,Male,32.0,9,0.0,2,0,0,9751.03,0
787,15605284,Outtrim,688.0,France,Male,26.0,1,0.0,2,1,1,104435.94,0
6117,15611644,Onyemauchechukwu,627.0,France,Male,73.0,0,146329.73,1,0,1,6230.8099999999995,0
6312,15798429,Hernandez,741.0,France,Male,29.0,8,0.0,2,1,1,115994.52,0
6742,15730810,Storey,613.0,Spain,Male,44.0,9,100524.69,1,1,1,47298.95,0
8789,15603247,Bruner,5944.0,Germany,Female,35.0,1,146781.24,1,1,0,189307.7,0
6230,15669741,Hou,777.0,France,Male,36.0,7,0.0,1,1,0,106472.34,0
3172,15589449,Frye,815.0,France,Female,56.0,3,0.0,3,1,1,94248.16,1
5085,15666856,Chikwendu,774.0,France,Male,49.0,1,142767.39,1,1,1,8214.41,0
4548,15672152,Grant,850.0,Germany,Male,37.0,9,122506.38,1,0,1,199693.84,1
5773,15663168,MacDonald,665.0,France,Male,35.0,8,110934.54,1,1,0,169287.99,0
7234,15699963,Scott,571.0,France,Male,38.0,1,121405.04,1,1,1,154844.22,0
2184,15730735,Henning,713.0,France,Male,38.0,9,72286.84,2,1,1,26136.89,0
7750,15781619,Stevenson,785.0,France,Female,38.0,1,0.0,1,1,0,134964.85,1
8924,15570002,Burlingame,625.0,Germany,Female,55.0,8,118772.71,4,0,0,135853.62,1
9754,15705174,Chiedozie,656.0,Germany,Male,68.0,7,153545.11,1,1,1,186574.68,0
5238,15702566,Lombardo,554.0,Spain,Male,26.0,8,149134.46,1,1,1,177966.24,0
4909,15806256,Jackson,540.0,France,Male,48.0,2,109349.29,1,1,0,88703.04,1
2126,15777923,Johnston,544.0,France,Female,45.0,6,0.0,2,0,1,151401.33,0
2306,15576945,Clements,582.0,France,Male,29.0,0,0.0,1,1,0,142516.35,0
9902,15802909,Hu,706.0,Germany,Female,56.0,3,139603.22,1,1,1,86383.61,0
9626,15732437,Rowley,504.0,Germany,Female,44.0,0,131873.07,2,1,1,158036.72,1
6816,15795571,Patterson,606.0,Spain,Male,36.0,0,94153.56,1,0,1,120138.27,0
6716,15763111,Niu,808.0,Spain,Female,67.0,10,124577.15,1,0,1,169894.4,0
1558,15706815,Samoylova,515.0,Germany,Male,37.0,2,90432.92,1,1,1,,1
1674,15780835,Liang,652.0,Germany,Female,26.0,1,131908.35,1,1,1,179269.79,0
3255,15778368,Allan,552.0,Germany,Male,50.0,4,121175.56,1,1,0,117505.07,1
6837,15591344,Donnelly,5720.0,Spain,Male,42.0,6,0.0,2,1,1,128745.69,0
4638,15639590,Melendez,758.0,France,Female,30.0,3,141581.08,1,1,0,156249.06,0
5747,15751131,Moss,836.0,Spain,Female,41.0,7,150302.84,1,1,1,156036.19,0
9644,15709354,Tudawali,521.0,France,Female,41.0,2,0.0,2,1,1,113089.43,0
8585,15732967,Cremonesi,731.0,France,Male,19.0,6,0.0,2,1,1,151581.79,0
9413,15724648,Chikezie,725.0,France,Male,26.0,6,98684.15,1,0,0,133720.57,0
8812,15616168,Ojiofor,610.0,France,Female,35.0,7,81905.95,1,1,1,61623.19,0
2799,15576044,Macdonald,579.0,Germany,Male,28.0,6,150329.15,1,1,0,145558.42,0
7947,15790448,Calabresi,473.0,France,Female,35.0,6,69617.36,1,1,0,143345.69,0
3540,15761453,Kovalev,667.0,France,Male,42.0,6,0.0,1,1,0,88890.05,0
7100,15756538,Osonduagwuike,654.0,France,Female,37.0,5,0.0,1,0,1,71492.28,0
6583,15785975,Mason,525.0,Spain,Female,60.0,7,0.0,2,0,1,168034.9,0
5124,15744606,Davidson,832.0,Spain,Male,29.0,8,93833.86,1,0,1,10417.87,0
5479,15774336,Jamieson,648.0,Germany,Male,44.0,9,111369.79,2,1,1,91947.74,0
2518,15577064,Onyekaozulu,592.0,Germany,Male,36.0,2,104702.65,2,1,0,107948.72,0
2250,15727546,Olejuru,,France,Male,35.0,9,0.0,2,1,1,43075.7,0
9748,15775761,Iweobiegbunam,610.0,Germany,Female,69.0,5,86038.21,3,0,0,192743.06,1
2894,15719606,Rivers,657.0,France,Male,10.0,9,0.0,2,0,0,37171.46,0
5827,15737961,Miller,509.0,Germany,Female,29.0,0,107712.57,2,1,1,92898.17,0
4418,15697270,Gannon,608.0,Spain,Male,27.0,4,153325.1,1,1,1,199953.33,0
5942,15791030,Edwards,612.0,France,Female,33.0,0,64900.32,2,1,0,102426.12,0
1571,15607133,Shih,717.0,Spain,Female,49.0,1,110864.38,2,1,1,17790.414285714283,1
3417,15565806,Toosey,532.0,France,Male,38.0,9,0.0,2,0,0,30583.95,0
9520,15782121,Leonard,610.0,France,Female,,2,0.0,2,1,0,14546.76,0
9763,15734917,Castiglione,708.0,Germany,Male,21.0,8,133974.36,2,1,0,50294.09,0
9164,15802368,Ch'eng,608.0,France,Female,47.0,6,0.0,1,1,1,126012.57,0
7465,15569682,Leckie,768.0,Germany,Male,37.0,9,108308.11,1,1,0,41788.25,1
4431,15654379,Onwuatuegwu,588.0,Spain,Male,59.0,4,0.0,2,1,1,27435.41,0
5215,15709474,Macnamara,740.0,Germany,Female,57.0,3,113386.36,2,1,1,65121.63,1
4512,15568006,Ukaegbunam,634.0,France,Female,45.0,2,0.0,4,1,0,101039.53,1
1819,15800517,Huang,633.0,Spain,Male,32.0,5,163340.12,2,1,1,74415.2,0
1625,15681758,Baddeley,525.0,Spain,Female,25.0,10,0.0,2,1,0,69361.95,0
4494,15624437,Johnson,825.0,Spain,Female,32.0,1,0.0,2,1,1,42935.15,0
9466,15815259,Fang,835.0,France,Female,56.0,2,0.0,2,1,1,39820.13,0
3093,15689751,Jones,666.0,France,Female,31.0,2,79589.43,1,0,0,4050.57,0
7545,15791326,Nnamdi,566.0,France,Male,34.0,3,0.0,1,0,0,26876.527142857143,0
9888,15646310,Mao,684.0,Spain,Male,24.0,8,143582.89,1,1,1,22527.27,0
3314,15638988,Fu,684.0,France,Male,,6,0.0,2,1,1,94888.6,0
8374,15785167,Padovano,795.0,Spain,Male,29.0,4,0.0,2,0,0,155711.64,0
3262,15768293,Sun,614.0,France,Male,10.2,3,0.0,2,1,1,5552.37,0
5141,15617790,Hanson,626.0,France,Female,29.0,4,105767.28,2,0,0,41104.82,0
9757,15662698,Ko,648.0,Spain,Female,43.0,7,81153.82,1,1,1,144532.85,1
5676,15757897,Binder,766.0,France,Female,26.0,3,104258.8,1,1,1,428.23,0
8194,15671165,Esomchi,592.0,France,Female,66.0,5,149950.19,1,1,1,76267.59,0
3811,15746802,Onio,477.0,France,Female,30.0,6,131286.46,1,1,0,194144.45,0
8197,15589312,Larkin,588.0,France,Male,30.0,3,115007.08,1,0,0,176858.5,0
694,15740900,Perrodin,589.0,France,Male,34.0,6,0.0,2,1,1,177896.92,0
4321,15611544,Ibeamaka,701.0,Germany,Male,36.0,7,95448.32,2,1,0,189085.07,0
7747,15718531,Ukaegbunam,554.0,France,Female,35.0,8,0.0,2,1,1,176779.46,0
7366,15593178,Graham,568.0,Spain,Female,36.0,10,153610.61,1,1,1,54083.8,1
7440,15812918,Scott,432.0,France,Female,27.0,6,62339.81,2,0,0,53874.67,0
4780,15711843,Pisani,613.0,Germany,Male,40.0,1,147856.82,3,0,0,107961.11,1
2546,15687130,Nkemjika,686.0,France,Female,8.6,0,0.0,1,1,1,170072.9,0
5658,15763381,Chan,496.0,France,Male,30.0,0,90963.49,1,0,1,27802.0,0
3969,15595657,Hannam,649.0,Germany,Male,40.0,4,95001.33,1,0,1,123202.99,0
3101,15735549,Lori,810.0,Germany,Male,35.0,3,96814.46,2,1,1,120511.03,0
4661,15724632,Madukaego,537.0,France,Female,41.0,0,0.0,2,0,1,175262.49,0
224,15733247,Stevenson,850.0,France,Male,33.0,10,0.0,1,1,0,4861.72,1
6431,15728012,Everett,678.0,Spain,Female,40.0,3,128398.38,1,1,0,168658.3,0
3365,15763544,Thompson,673.0,France,Male,47.0,1,0.0,2,0,0,108762.16,0
4819,15588587,Stetson,752.0,France,Female,7.2,1,86837.95,1,1,1,105280.55,0
2420,15722765,Owen,580.0,Spain,Female,57.0,0,136820.99,1,0,1,108528.74,0
1010,15750765,Sanders,650.0,Spain,Male,71.0,0,0.0,1,1,1,175380.77,0
5915,15726058,Cattaneo,754.0,Germany,Male,27.0,7,117578.35,2,0,1,87908.01,0
1215,15674148,Milanesi,579.0,Spain,Male,33.0,6,0.0,1,1,0,94993.04,1
5443,15660417,Lambert,613.0,Germany,Female,43.0,10,120481.69,1,0,0,94875.03,1
45,15684171,Bianchi,660.0,Spain,Female,61.0,5,155931.11,1,1,1,158338.39,0
8417,15751771,Lowe,528.0,Germany,Male,32.0,2,99092.45,1,0,1,111149.98,0
2918,15621083,Douglas,698.0,France,Male,57.0,6,136325.48,2,1,1,72549.27,1
7605,15636454,Fu,691.0,France,Female,60.0,6,101070.69,1,1,0,177355.8,1
6054,15677908,Gilbert,552.0,Spain,Male,42.0,4,0.0,2,0,0,195692.3,0
6521,15694143,Conti,686.0,France,Female,41.0,10,0.0,1,1,0,133086.45,0
4867,15688760,Obialo,522.0,Germany,Female,37.0,3,95022.57,1,1,1,129107.59,0
3887,15720941,Tien,710.0,Germany,Male,34.0,8,147833.3,2,0,1,1561.58,0
9860,15615430,Adams,678.0,Germany,Male,55.0,4,129646.91,1,1,1,184125.1,1
3966,15775892,Caldwell,748.0,Spain,Female,23.0,8,85600.08,1,0,0,134077.71,0
7088,15615832,Teague,675.0,Spain,Female,35.0,8,155621.08,1,0,1,35177.31,0
7857,15598521,Ma,,Germany,Female,33.0,7,131647.01,2,0,0,79775.19,0
2837,15768455,Young,679.0,France,Male,60.0,8,0.0,2,1,1,51380.9,0
8177,15800811,Wan,702.0,France,Male,40.0,3,148556.74,1,0,1,146056.29,0
1282,15779182,Chia,790.0,Spain,Male,46.0,8,182364.53,1,0,0,139266.48,1
2173,15651585,Power,661.0,Germany,Male,35.0,2,117212.18,1,1,1,83052.03,0
4345,15585427,Madueke,528.0,France,Female,26.0,10,102073.67,2,0,0,166799.93,0
5516,15742534,Faulk,527.0,Germany,Female,28.0,2,123802.98,2,1,1,155846.69,0
6317,15765643,Hamilton,725.0,France,Male,37.0,6,124348.38,2,0,1,176984.34,0
804,15712825,Howells,511.0,Spain,Female,145.0,9,0.0,2,0,1,140676.98,0
6033,15579787,Nkemakonam,686.0,France,Male,39.0,4,0.0,2,1,0,155023.93,0
2877,15585284,Thomson,604.0,Spain,Female,35.0,7,147285.52,1,1,1,57807.05,0
6963,15683892,Fraser,677.0,Germany,Female,26.0,3,102395.79,1,1,0,119368.99,0
508,15677307,Lo,684.0,Germany,Female,,6,137326.65,1,1,0,186976.6,0
396,15807432,Cheng,80.625,Germany,Female,37.0,2,136925.09,2,0,1,153400.24,0
4301,15633834,Milne,700.0,Germany,Female,28.0,3,99705.69,2,0,0,146723.72,0
5626,15663234,Bishop,508.0,France,Female,60.0,7,143262.04,1,1,1,129562.74,0
4435,15568429,Mitchell,633.0,Spain,Female,46.0,3,0.0,2,1,0,120250.58,0
2352,15678284,Pai,651.0,France,Male,35.0,7,74623.5,3,1,0,129451.29,1
6436,15754874,Nwoye,700.0,France,Male,26.0,4,119009.57,1,1,0,141926.43,0
3521,15569248,Milanesi,554.0,France,Female,43.0,10,0.0,2,1,0,149629.13,1
3385,15693732,Kilgour,775.0,France,Female,330.0,9,0.0,2,1,1,67622.34,0
845,15806983,Moss,640.0,France,Male,,3,137148.68,1,1,0,92381.01,0
486,15637954,Lewis,730.0,France,Female,35.0,0,155470.55,1,1,1,53718.28,0
4066,15809838,Moore,697.0,Spain,Male,30.0,1,0.0,2,0,0,735.79,0
6930,15651627,White,628.0,Germany,Male,39.0,1,115341.19,1,1,1,107674.3,1
431,15597602,Nwachinemelu,619.0,Germany,Male,57.0,3,137946.39,1,1,1,72467.99,1
3408,15797760,Bogdanov,632.0,France,Male,40.0,3,193354.86,2,1,0,149188.41,0
4525,15658852,Stevens,676.0,France,Male,38.0,8,0.0,2,1,1,133692.88,0
6881,15724453,Fan,570.0,France,Male,23.0,2,0.0,1,0,0,198830.98,0
870,15710424,Page,435.0,France,Male,36.0,4,0.0,1,1,1,197015.2,0
6113,15654372,Pearce,462.0,Germany,Male,34.0,1,94682.56,2,1,0,138478.2,0
2916,15617482,Milanesi,489.0,Germany,Female,52.0,1,131441.51,1,1,0,37240.11,1
9783,15728829,Weigel,509.0,France,Male,18.0,7,102983.91,1,1,0,171770.58,0
5018,15777599,Esposito,746.0,Germany,Male,170.0,6,141806.0,2,1,1,183494.87,0
4993,15783019,Price,794.0,France,Female,62.0,9,123681.32,3,1,0,173586.63,1
9630,15601977,Burgoyne,497.0,Spain,Male,44.0,2,121250.04,1,0,1,79691.4,0
2411,15613326,Gow,596.0,France,Female,33.0,1,138162.81,1,1,0,85412.54,0
3765,15615820,MacDonald,,France,Male,49.0,8,103302.37,1,1,1,50974.57,0
8885,15749583,Bellucci,686.0,Germany,Female,38.0,2,93569.86,3,0,0,10137.34,1
1364,15789095,T'ang,775.0,Spain,Male,30.0,4,0.0,2,0,1,57461.13,0
8883,15614643,Chifo,731.0,Spain,Female,39.0,2,0.0,2,1,0,19533.875714285714,0
4436,15648967,Ch'en,698.0,Germany,Female,64.0,1,169362.43,1,1,0,84760.32,1
1036,15652955,Price,678.0,Spain,Male,30.0,0,0.0,1,1,0,35113.08,0
4609,15614103,Colombo,850.0,Germany,Male,42.0,8,119839.69,1,0,1,51016.02,1
1331,15742854,Lettiere,640.0,Spain,Female,46.0,8,0.0,2,1,0,89043.19,0
9739,15664547,Black,760.0,France,Male,37.0,7,0.0,1,0,0,32863.24,1
7766,15613427,Barling,683.0,Germany,Female,49.0,7,108797.63,2,0,0,140763.18,0
3938,15610165,Hsiung,6088.0,France,Female,26.0,1,0.0,2,1,1,,0
7018,15767729,Smith,646.0,Spain,Male,25.0,5,182876.88,2,1,1,297763.13,1
3069,15587013,Tien,653.0,France,Female,31.0,7,102575.04,1,1,1,11043.54,0
1256,15615032,Peng,624.0,Spain,Male,46.0,3,0.0,2,1,1,62825.03,0
2299,15614034,Martin,607.0,Germany,Male,61.0,2,164523.5,2,1,1,35786.76,0
4495,15717138,Watson,850.0,Spain,Male,31.0,6,82613.56,2,1,0,149170.92,0
6666,15599024,Hope,506.0,Spain,Male,32.0,8,0.0,2,0,1,182692.8,0
3761,15734970,White,835.0,Spain,Male,38.0,7,86824.09,1,0,0,175905.97,0
6313,15648136,Green,658.0,Germany,Female,28.0,9,152812.58,1,1,0,166682.57,0
3340,15631305,Franklin,599.0,Spain,Female,28.0,4,126833.79,2,1,0,8691.869999999999,1
1601,15748718,Gordon,517.0,France,Male,5.6,2,115062.61,1,1,0,179056.23,0
1533,15589660,Lamble,661.0,Germany,Female,32.0,1,145980.23,1,0,1,56636.28,0
162,15641122,Wei,684.0,France,Male,30.0,2,0.0,2,1,0,83473.82,0
303,15695699,Calabrese,687.0,France,Male,35.0,8,0.0,2,1,0,10334.05,0
5884,15574795,Lombardo,495.0,France,Female,38.0,2,63093.01,1,1,1,47089.72,0
9079,15705448,Gilbert,647.0,Germany,Male,52.0,7,130013.12,1,1,1,190806.36,1
5614,15689412,Christie,604.0,France,Female,32.0,7,127849.38,1,1,0,15798.7,0
6808,15677739,Dellucci,562.0,France,Male,36.0,6,0.0,2,1,0,32845.32,0
3112,15657163,Cockrum,623.0,Germany,Male,42.0,1,149332.48,2,1,0,100834.22,0
9109,15622470,Yeh,772.0,Spain,Male,41.0,10,96032.22,1,1,1,75825.57,0
7329,15689786,Massie,6800.0,Germany,Male,56.0,1,169743.83,1,0,0,155850.4,1
732,15790757,Cody,769.0,France,Female,25.0,10,0.0,2,0,0,187925.75,0
7833,15664849,Colon,573.0,Spain,Male,46.0,3,65269.23,1,0,1,189988.65,1
1915,15741554,Streeter,746.0,Spain,Male,31.0,2,113836.27,1,1,1,174815.54,0
8324,15723658,Voronina,712.0,Spain,Female,30.0,6,0.0,2,1,0,152417.97,0
6293,15713673,T'ien,494.0,France,Female,,1,137853.0,1,0,1,90273.85,0
7168,15732884,Trevisano,676.0,France,Male,29.0,7,131959.86,1,0,0,27038.40142857143,0
4741,15618661,Chidubem,535.0,France,Male,30.0,6,103804.97,1,1,1,125710.53,0
707,15776231,Kent,626.0,Germany,Male,35.0,4,88109.81,1,1,1,32825.5,0
8384,15593501,Graham,493.0,France,Female,36.0,5,148667.81,2,1,0,56092.51,0
2827,15628813,King,693.0,France,Female,43.0,4,152341.55,1,1,0,9241.78,0
5460,15617507,Wilson,530.0,Spain,Female,36.0,7,0.0,2,1,0,80619.09,0
2621,15685300,Meng,603.0,France,Male,35.0,6,128993.76,2,1,0,130483.56,0
8255,15664311,Yang,637.0,Germany,Male,28.0,3,123675.69,1,1,1,166458.41,0
3661,15736431,Congreve,494.0,Spain,Male,27.0,2,0.0,2,1,0,22404.64,0
9816,15745431,Chinonyelum,604.0,France,Male,34.0,7,0.0,2,1,1,188078.55,0
6955,15799042,Zaytseva,611.0,France,Male,38.0,7,0.0,1,1,1,63202.0,0
9426,15683977,Owens,687.0,Spain,Female,72.0,4,0.0,2,1,1,50267.69,0
4573,15799964,Campbell,669.0,Germany,Female,30.0,7,139872.81,1,1,0,188795.85,0
8730,15656592,Toscano,646.0,Germany,Male,48.0,8,169023.33,2,1,1,175657.55,0
2884,15721917,Chuang,559.0,France,Female,38.0,8,95139.41,1,1,1,86575.46,0
4684,15694890,Lai,588.0,France,Male,38.0,1,124271.26,1,1,0,75969.19,0
4720,15583580,Chiawuotu,566.0,Germany,Female,35.0,1,123042.0,1,1,0,66245.44,1
1116,15626608,Howarde,479.0,Spain,Male,48.0,5,87070.23,1,0,1,85646.41,0
180,15625426,Ashbolt,754.0,Germany,Female,55.0,3,161608.81,1,1,0,8080.85,1
611,15686611,Moss,495.0,France,Male,30.0,10,129755.99,1,0,0,172749.65,0
5833,15607786,Mao,709.0,France,Male,26.0,6,156551.63,1,0,1,4410.77,0
1016,15686936,McGregor,676.0,France,Female,37.0,5,89634.69,1,1,1,169583.18,1
4073,15741865,Ferrari,810.0,France,Female,38.0,9,153166.17,1,1,1,93261.69,0
7922,15702293,Medvedeva,588.0,Spain,Female,35.0,7,0.0,2,1,1,108739.15,0
3435,15712303,Valentin,692.0,France,Male,66.0,4,159732.02,1,1,1,118188.15,0
4555,15660385,Stevenson,592.0,France,Male,39.0,7,0.0,2,1,0,83084.33,0
1038,15631054,Volkova,625.0,France,Female,24.0,1,0.0,2,1,1,180969.55,0
4327,15764284,Torres,714.0,Spain,Male,27.0,3,0.0,3,1,1,129130.09,0
2051,15797160,Glover,492.0,France,Female,49.0,8,0.0,1,1,1,26123.584285714285,1
3319,15625126,Duncan,629.0,France,Female,8.0,6,0.0,2,1,1,139356.3,0
3921,15620268,Thomson,634.0,Germany,Male,43.0,3,212696.32,1,1,0,115268.86,0
2453,15578825,Golubev,734.0,France,Female,29.0,0,139994.66,1,1,0,17744.72,0
3273,15793890,Harriman,728.0,France,Female,59.0,4,0.0,1,1,1,163365.85,1
7787,15566380,Drury,586.0,Spain,Female,33.0,10,66948.67,2,1,1,140759.03,0
6290,15773276,Townsend,633.0,Spain,Male,,4,114552.6,1,1,0,73856.28,1
5395,15668853,Menhennitt,637.0,Spain,Female,44.0,0,157622.58,1,1,1,120454.2,0
6093,15628963,Frolova,601.0,Germany,Male,43.0,3,141859.12,2,1,1,111249.62,0
9935,15774586,West,692.0,Germany,Female,43.0,10,118588.83,1,1,1,161241.65,1
3893,15612455,Yao,549.0,Germany,Male,45.0,6,124240.93,1,1,1,146372.51,0
8056,15659807,Nwachinemelu,657.0,Spain,Male,41.0,8,109402.13,1,1,1,66463.62,0
2430,15712176,Burke,816.0,France,Male,31.0,8,0.0,2,1,1,28407.4,0
7109,15594812,Campbell,806.0,Spain,Female,37.0,2,137794.18,2,0,1,75232.02,0
629,15589030,Ts'ai,649.0,France,Male,47.0,1,0.0,2,1,1,145593.85,0
